user_id,anime_id,rating
342,6633,-1
342,6637,-1
342,6682,7
342,6702,-1
342,6707,-1
342,6746,-1
342,6772,-1
342,6791,7
342,6884,-1
342,6922,-1
342,6954,-1
342,7054,-1
342,7059,-1
342,7088,-1
342,7148,-1
342,7338,-1
342,7472,-1
342,7559,-1
342,7580,-1
342,7593,10
342,7674,-1
342,7724,-1
342,7805,-1
342,7817,-1
342,7858,-1
342,8023,-1
342,8074,8
342,8246,7
342,8247,-1
342,8277,-1
342,8407,-1
342,8440,-1
342,8457,-1
342,8460,-1
342,8514,-1
342,8516,-1
342,8525,-1
342,8630,-1
342,8675,-1
342,8676,-1
342,8769,-1
342,8841,7
342,8861,7
342,8876,-1
342,8888,-1
342,8937,-1
342,9041,9
342,9047,-1
342,9062,6
342,9063,-1
342,9135,-1
342,9181,-1
342,9252,-1
342,9253,-1
342,9330,-1
342,9355,6
342,9366,-1
342,9367,10
342,9465,-1
342,9471,-1
342,9479,-1
342,9513,-1
342,9515,9
342,9624,-1
342,9656,-1
342,9675,-1
342,9724,-1
342,9756,7
342,9760,-1
342,9790,-1
342,9919,-1
342,9922,-1
342,9936,7
342,9958,-1
342,9969,-1
342,9982,-1
342,9989,-1
342,10020,-1
342,10030,-1
342,10067,6
342,10073,-1
342,10079,-1
342,10080,-1
342,10083,-1
342,10087,8
342,10092,-1
342,10110,-1
342,10119,-1
342,10152,-1
342,10172,10
342,10209,6
342,10213,-1
342,10218,-1
342,10298,-1
342,10397,-1
342,10408,-1
342,10456,-1
342,10491,-1
342,10589,6
342,10604,-1
342,10620,7
342,10711,-1
342,10719,-1
342,10790,7
342,10793,-1
342,10794,8
342,10805,-1
342,10863,-1
342,10897,-1
342,11013,-1
342,11111,-1
342,11266,-1
342,11285,-1
342,11319,-1
342,11433,-1
342,11499,8
342,11553,-1
342,11577,-1
342,11597,5
342,11617,10
342,11633,-1
342,11701,-1
342,11737,-1
342,11741,8
342,11743,-1
342,11751,-1
342,11757,-1
342,11771,-1
342,11859,-1
342,11977,7
342,11979,7
342,11981,6
342,12049,-1
342,12113,-1
342,12293,8
342,12355,-1
342,12365,-1
342,12445,10
342,12467,-1
342,12471,-1
342,12487,-1
342,12549,-1
342,12565,6
342,12685,-1
342,12729,10
342,13055,9
342,13125,-1
342,13161,8
342,13357,10
342,13367,-1
342,13403,-1
342,13411,-1
342,13601,-1
342,13659,-1
342,13663,10
342,13759,-1
342,14027,-1
342,14131,7
342,14189,10
342,14199,-1
342,14227,-1
342,14289,-1
342,14345,-1
342,14353,-1
342,14467,-1
342,14513,7
342,14653,-1
342,14713,-1
342,14741,-1
342,14749,-1
342,14813,-1
342,14829,-1
342,14833,-1
342,14967,-1
342,15109,-1
342,15117,-1
342,15119,6
342,15225,7
342,15315,-1
342,15377,-1
342,15437,-1
342,15451,10
342,15583,8
342,15687,-1
342,15689,7
342,15809,8
342,16009,5
342,16011,-1
342,16049,-1
342,16067,-1
342,16417,-1
342,16444,-1
342,16498,8
342,16512,6
342,16592,-1
342,16668,7
342,16694,8
342,16706,-1
342,16742,7
342,16762,6
342,16782,7
342,16894,-1
342,16904,-1
342,16918,-1
342,16934,-1
342,16982,-1
342,17074,-1
342,17247,-1
342,17265,-1
342,17641,-1
342,17741,10
342,17777,-1
342,17895,-1
342,18001,-1
342,18041,-1
342,18095,-1
342,18115,-1
342,18139,-1
342,18153,-1
342,18179,-1
342,18247,-1
342,18277,-1
342,18295,-1
342,18393,-1
342,18397,-1
342,18441,-1
342,18497,-1
342,18507,-1
342,18671,-1
342,18677,-1
342,18679,-1
342,18753,-1
342,18767,-1
342,18857,-1
342,18893,-1
342,18897,-1
342,19117,-1
342,19151,-1
342,19163,-1
342,19221,-1
342,19285,-1
342,19315,-1
342,19363,-1
342,19365,-1
342,19367,-1
342,19369,-1
342,19429,-1
342,19685,-1
342,19703,-1
342,19769,-1
342,19775,-1
342,19815,-1
342,19855,-1
342,20021,-1
342,20031,-1
342,20047,-1
342,20053,-1
342,20057,-1
342,20457,-1
342,20507,-1
342,20509,-1
342,20541,-1
342,20583,-1
342,20689,-1
342,20709,-1
342,20767,-1
342,20785,-1
342,20787,-1
342,20847,-1
342,20853,-1
342,20973,-1
342,20977,-1
342,21033,-1
342,21085,-1
342,21273,-1
342,21327,-1
342,21353,-1
342,21405,-1
342,21431,-1
342,21437,-1
342,21507,-1
342,21511,-1
342,21561,-1
342,21603,-1
342,21809,-1
342,21843,-1
342,21855,-1
342,21863,-1
342,21881,-1
342,21995,-1
342,22071,-1
342,22101,-1
342,22123,-1
342,22147,-1
342,22199,-1
342,22273,-1
342,22297,-1
342,22319,-1
342,22535,-1
342,22547,-1
342,22663,-1
342,22687,10
342,22729,-1
342,22789,-1
342,22865,-1
342,22877,-1
342,23079,-1
342,23199,-1
342,23227,-1
342,23233,6
342,23251,-1
342,23273,10
342,23277,-1
342,23281,-1
342,23283,-1
342,23289,-1
342,23309,-1
342,23321,-1
342,23385,-1
342,23421,-1
342,23673,-1
342,23755,-1
342,23847,-1
342,23945,-1
342,24031,-1
342,24037,-1
342,24231,-1
342,24439,-1
342,24455,-1
342,24703,-1
342,24765,-1
342,24833,-1
342,25013,-1
342,25159,-1
342,25183,-1
342,25283,-1
342,25397,-1
342,25429,-1
342,25731,-1
342,25835,-1
342,25879,-1
342,26243,-1
342,26349,-1
342,26441,-1
342,27655,-1
342,27775,-1
342,27787,-1
342,27831,-1
342,27833,-1
342,27899,-1
342,27989,-1
342,27991,-1
342,28121,-1
342,28171,-1
342,28223,-1
342,28249,-1
342,28297,-1
342,28387,-1
342,28497,-1
342,28617,-1
342,28621,-1
342,28623,-1
342,28677,-1
342,28701,-1
342,28819,-1
342,28907,-1
342,28927,-1
342,28999,-1
342,29067,-1
342,29093,-1
342,29785,-1
342,29786,-1
342,29803,-1
342,29854,-1
342,30123,-1
342,30187,-1
342,30240,-1
342,30276,-1
342,30296,-1
342,30307,10
342,30503,-1
342,30544,-1
342,30831,-1
342,31043,-1
342,31163,-1
342,31376,-1
342,31442,-1
342,31636,-1
342,31637,-1
342,31859,-1
342,31964,-1
1145,6,8
1145,16,8
1145,30,9
1145,32,10
1145,33,7
1145,60,6
1145,63,6
1145,66,8
1145,79,8
1145,101,-1
1145,109,-1
1145,133,5
1145,164,9
1145,169,6
1145,182,7
1145,198,6
1145,199,8
1145,205,10
1145,223,8
1145,225,7
1145,226,7
1145,227,-1
1145,237,8
1145,240,8
1145,241,7
1145,249,8
1145,256,8
1145,268,8
1145,306,8
1145,323,9
1145,330,8
1145,339,10
1145,355,8
1145,356,8
1145,357,5
1145,387,9
1145,408,7
1145,431,9
1145,433,-1
1145,449,8
1145,450,8
1145,451,8
1145,457,9
1145,477,9
1145,478,8
1145,487,7
1145,512,9
1145,513,9
1145,523,9
1145,578,9
1145,587,8
1145,710,9
1145,777,8
1145,790,9
1145,813,8
1145,934,7
1145,1142,8
1145,1195,8
1145,1210,8
1145,1575,9
1145,1689,7
1145,1691,8
1145,1726,6
1145,1813,8
1145,1840,8
1145,1862,-1
1145,1887,9
1145,1889,7
1145,1943,9
1145,2001,9
1145,2025,9
1145,2026,8
1145,2034,9
1145,2129,8
1145,2131,5
1145,2167,7
1145,2236,9
1145,2251,9
1145,2403,-1
1145,2418,10
1145,2476,-1
1145,2508,8
1145,2593,8
1145,2759,9
1145,2787,8
1145,2904,9
1145,2924,8
1145,2966,8
1145,2993,6
1145,3121,-1
1145,3328,-1
1145,3342,7
1145,3407,7
1145,3420,8
1145,3455,8
1145,3470,7
1145,3572,9
1145,3652,6
1145,3667,8
1145,3712,8
1145,3759,-1
1145,3782,8
1145,3783,8
1145,3784,10
1145,3785,10
1145,3901,9
1145,4059,7
1145,4063,7
1145,4087,6
1145,4107,10
1145,4177,9
1145,4181,7
1145,4182,8
1145,4192,8
1145,4224,8
1145,4280,8
1145,4282,8
1145,4415,5
1145,4472,9
1145,4548,8
1145,4565,10
1145,4654,8
1145,4719,7
1145,4725,7
1145,4975,7
1145,4999,7
1145,5030,6
1145,5079,7
1145,5081,9
1145,5177,8
1145,5204,8
1145,5205,8
1145,5277,8
1145,5279,7
1145,5341,8
1145,5342,6
1145,5356,8
1145,5521,8
1145,5530,-1
1145,5667,8
1145,5678,9
1145,5680,7
1145,5681,9
1145,5764,8
1145,5781,8
1145,5909,7
1145,5940,7
1145,5958,8
1145,6007,8
1145,6030,8
1145,6045,8
1145,6127,-1
1145,6166,7
1145,6201,7
1145,6205,7
1145,6213,6
1145,6324,6
1145,6347,8
1145,6351,7
1145,6381,8
1145,6408,8
1145,6500,7
1145,6512,7
1145,6547,8
1145,6572,8
1145,6573,9
1145,6594,8
1145,6633,7
1145,6645,6
1145,6675,9
1145,6676,6
1145,6682,5
1145,6746,8
1145,6772,7
1145,6773,8
1145,6802,9
1145,6811,8
1145,6862,7
1145,6880,-1
1145,6884,8
1145,6922,9
1145,6954,8
1145,6956,8
1145,6974,8
1145,7017,6
1145,7054,7
1145,7059,7
1145,7088,7
1145,7148,6
1145,7338,9
1145,7590,-1
1145,7593,7
1145,7647,7
1145,7662,8
1145,7669,6
1145,7711,9
1145,7724,8
1145,7739,5
1145,7791,7
1145,7817,7
1145,7858,8
1145,8023,6
1145,8074,8
1145,8086,8
1145,8277,6
1145,8407,8
1145,8408,8
1145,8424,8
1145,8425,-1
1145,8457,9
1145,8460,-1
1145,8481,8
1145,8514,7
1145,8516,8
1145,8525,8
1145,8536,6
1145,8557,6
1145,8630,7
1145,8675,7
1145,8676,7
1145,8769,7
1145,8795,8
1145,8841,8
1145,8857,-1
1145,8861,7
1145,8876,8
1145,8915,7
1145,8934,10
1145,8937,8
1145,9041,7
1145,9047,6
1145,9062,6
1145,9181,8
1145,9252,7
1145,9253,9
1145,9289,9
1145,9314,8
1145,9330,6
1145,9331,7
1145,9355,8
1145,9367,8
1145,9379,8
1145,9465,7
1145,9471,8
1145,9479,7
1145,9513,6
1145,9515,7
1145,9617,8
1145,9618,7
1145,9656,7
1145,9724,7
1145,9734,7
1145,9736,5
1145,9750,7
1145,9756,8
1145,9776,7
1145,9790,8
1145,9919,7
1145,9922,7
1145,9925,7
1145,9936,-1
1145,9981,7
1145,9989,8
1145,10012,8
1145,10020,7
1145,10067,8
1145,10073,7
1145,10076,7
1145,10079,7
1145,10080,8
1145,10083,8
1145,10087,10
1145,10092,7
1145,10110,7
1145,10119,7
1145,10152,-1
1145,10155,6
1145,10156,6
1145,10162,8
1145,10163,7
1145,10165,8
1145,10172,8
1145,10213,6
1145,10278,5
1145,10357,7
1145,10397,8
1145,10408,8
1145,10418,-1
1145,10456,9
1145,10491,6
1145,10495,7
1145,10521,8
1145,10568,9
1145,10572,7
1145,10578,7
1145,10582,5
1145,10611,7
1145,10620,7
1145,10638,8
1145,10711,-1
1145,10719,6
1145,10721,6
1145,10790,8
1145,10793,7
1145,10794,7
1145,10798,9
1145,10805,6
1145,10863,9
1145,10893,7
1145,10897,6
1145,11013,8
1145,11021,8
1145,11111,7
1145,11179,7
1145,11235,7
1145,11285,6
1145,11319,8
1145,11433,7
1145,11499,7
1145,11531,9
1145,11553,-1
1145,11577,10
1145,11597,9
1145,11617,7
1145,11633,6
1145,11701,7
1145,11741,10
1145,11743,9
1145,11751,8
1145,11757,7
1145,11759,8
1145,11761,7
1145,11783,6
1145,11785,6
1145,11837,7
1145,11843,8
1145,11859,8
1145,11887,8
1145,11933,6
1145,11977,8
1145,12187,8
1145,12189,6
1145,12291,6
1145,12293,6
1145,12355,9
1145,12403,8
1145,12445,7
1145,12477,-1
1145,12487,9
1145,12549,7
1145,12565,8
1145,12673,-1
1145,12729,8
1145,12883,8
1145,12967,-1
1145,13055,7
1145,13125,8
1145,13161,9
1145,13357,8
1145,13367,7
1145,13403,8
1145,13411,6
1145,13535,8
1145,13599,7
1145,13601,8
1145,13655,5
1145,13659,7
1145,13663,8
1145,13759,6
1145,13807,6
1145,13939,7
1145,14075,8
1145,14131,7
1145,14189,-1
1145,14199,7
1145,14227,7
1145,14283,5
1145,14289,7
1145,14345,6
1145,14349,9
1145,14353,8
1145,14467,8
1145,14513,9
1145,14515,6
1145,14527,7
1145,14741,8
1145,14765,8
1145,14811,7
1145,14813,7
1145,14829,7
1145,14833,7
1145,14921,6
1145,14967,6
1145,15085,5
1145,15117,7
1145,15119,5
1145,15225,8
1145,15315,6
1145,15377,6
1145,15379,9
1145,15583,7
1145,15687,6
1145,15689,8
1145,15699,6
1145,15751,7
1145,15809,8
1145,15863,8
1145,15911,9
1145,16001,8
1145,16009,7
1145,16011,9
1145,16049,7
1145,16067,9
1145,16157,-1
1145,16353,8
1145,16397,7
1145,16417,-1
1145,16498,8
1145,16524,7
1145,16668,7
1145,16706,8
1145,16732,-1
1145,16742,8
1145,16762,-1
1145,16782,8
1145,16904,8
1145,16934,6
1145,17074,10
1145,17082,-1
1145,17247,7
1145,17265,10
1145,17549,6
1145,17641,8
1145,17729,9
1145,17741,7
1145,17895,-1
1145,17909,8
1145,18095,6
1145,18115,9
1145,18119,8
1145,18139,8
1145,18153,8
1145,18195,8
1145,18247,8
1145,18277,-1
1145,18295,7
1145,18397,7
1145,18411,6
1145,18441,7
1145,18465,9
1145,18497,10
1145,18507,7
1145,18671,-1
1145,18677,6
1145,18679,10
1145,18753,-1
1145,18767,7
1145,18857,7
1145,18893,8
1145,18897,8
1145,19151,7
1145,19163,-1
1145,19211,7
1145,19221,8
1145,19285,7
1145,19315,-1
1145,19365,-1
1145,19367,6
1145,19369,8
1145,19429,-1
1145,19685,5
1145,19703,9
1145,19769,-1
1145,19775,8
1145,19815,9
1145,19855,-1
1145,20021,7
1145,20031,-1
1145,20047,-1
1145,20053,-1
1145,20057,-1
1145,20457,7
1145,20507,8
1145,20509,7
1145,20541,9
1145,20689,-1
1145,20709,-1
1145,20767,8
1145,20785,8
1145,20787,7
1145,20853,7
1145,20973,-1
1145,20977,7
1145,21033,6
1145,21085,8
1145,21273,-1
1145,21327,8
1145,21405,9
1145,21431,6
1145,21437,8
1145,21511,-1
1145,21561,8
1145,21603,6
1145,21809,10
1145,21843,9
1145,21855,9
1145,21863,9
1145,21881,-1
1145,21995,-1
1145,22071,8
1145,22101,7
1145,22123,-1
1145,22147,8
1145,22199,6
1145,22273,6
1145,22297,10
1145,22535,9
1145,22547,-1
1145,22663,-1
1145,22729,9
1145,22789,8
1145,22865,-1
1145,22877,7
1145,23079,-1
1145,23199,9
1145,23227,9
1145,23233,6
1145,23273,8
1145,23277,-1
1145,23281,-1
1145,23283,-1
1145,23289,9
1145,23309,-1
1145,23321,-1
1145,23385,7
1145,23421,-1
1145,23673,-1
1145,23755,8
1145,23847,-1
1145,23945,7
1145,24031,-1
1145,24037,-1
1145,24231,-1
1145,24439,9
1145,24455,-1
1145,24765,8
1145,25013,-1
1145,25157,7
1145,25159,-1
1145,25183,8
1145,25283,-1
1145,25397,-1
1145,25429,-1
1145,25731,-1
1145,25835,9
1145,25879,9
1145,26243,-1
1145,26349,-1
1145,26441,7
1145,27655,-1
1145,27775,8
1145,27787,-1
1145,27821,10
1145,27831,8
1145,27833,8
1145,27989,-1
1145,27991,-1
1145,28025,8
1145,28121,-1
1145,28171,9
1145,28223,9
1145,28249,8
1145,28297,8
1145,28387,8
1145,28497,8
1145,28617,10
1145,28621,-1
1145,28623,8
1145,28677,-1
1145,28701,10
1145,28819,7
1145,28907,8
1145,28927,-1
1145,28999,-1
1145,29067,-1
1145,29093,9
1145,29095,8
1145,29785,8
1145,29786,-1
1145,29803,8
1145,29854,8
1145,30123,8
1145,30187,7
1145,30240,-1
1145,30276,10
1145,30296,8
1145,30307,9
1145,30503,9
1145,30544,8
1145,30831,8
1145,31043,-1
1145,31163,9
1145,31240,8
1145,31376,7
1145,31442,8
1145,31636,8
1145,31637,8
1145,31859,10
1145,31964,9
1530,1,2
1530,5,3
1530,6,7
1530,7,7
1530,20,8
1530,24,7
1530,30,6
1530,31,6
1530,32,4
1530,33,10
1530,43,9
1530,44,6
1530,45,6
1530,48,10
1530,50,7
1530,57,5
1530,60,7
1530,61,6
1530,63,6
1530,64,8
1530,65,5
1530,68,6
1530,71,6
1530,72,7
1530,73,6
1530,76,6
1530,77,6
1530,109,8
1530,120,6
1530,121,7
1530,133,5
1530,136,9
1530,137,6
1530,138,8
1530,150,9
1530,154,8
1530,169,7
1530,174,6
1530,205,6
1530,223,10
1530,225,7
1530,226,8
1530,228,8
1530,237,8
1530,239,6
1530,240,4
1530,241,7
1530,245,7
1530,246,7
1530,249,8
1530,256,6
1530,257,9
1530,268,6
1530,269,10
1530,270,7
1530,297,6
1530,339,8
1530,355,10
1530,356,6
1530,357,7
1530,376,7
1530,384,7
1530,392,7
1530,395,6
1530,401,6
1530,405,7
1530,430,7
1530,442,7
1530,448,7
1530,449,7
1530,450,7
1530,451,6
1530,452,8
1530,457,6
1530,467,7
1530,468,7
1530,478,8
1530,487,7
1530,517,7
1530,523,7
1530,527,9
1530,528,8
1530,552,8
1530,594,6
1530,710,7
1530,761,5
1530,762,7
1530,777,7
1530,801,9
1530,813,9
1530,834,8
1530,846,7
1530,849,9
1530,853,7
1530,857,6
1530,861,5
1530,889,8
1530,918,10
1530,934,9
1530,936,6
1530,940,8
1530,1015,7
1530,1066,6
1530,1117,8
1530,1118,8
1530,1210,6
1530,1250,7
1530,1292,8
1530,1482,10
1530,1519,8
1530,1531,8
1530,1535,10
1530,1536,7
1530,1559,9
1530,1566,9
1530,1594,7
1530,1604,8
1530,1686,7
1530,1689,8
1530,1691,7
1530,1719,7
1530,1723,4
1530,1726,9
1530,1813,2
1530,1815,8
1530,1818,8
1530,1862,7
1530,1889,8
1530,1915,7
1530,1956,7
1530,2025,10
1530,2026,7
1530,2034,4
1530,2104,6
1530,2129,8
1530,2130,5
1530,2131,7
1530,2144,8
1530,2167,3
1530,2248,5
1530,2251,7
1530,2369,8
1530,2404,8
1530,2472,7
1530,2476,7
1530,2508,6
1530,2581,7
1530,2593,9
1530,2605,6
1530,2759,5
1530,2787,10
1530,2889,8
1530,2899,8
1530,2905,6
1530,2966,8
1530,2986,7
1530,2993,8
1530,2994,7
1530,3087,7
1530,3091,5
1530,3167,5
1530,3228,4
1530,3328,8
1530,3342,7
1530,3358,7
1530,3407,10
1530,3455,9
1530,3457,7
1530,3470,6
1530,3503,8
1530,3572,4
1530,3588,10
1530,3652,7
1530,3655,8
1530,3667,7
1530,3713,7
1530,3731,7
1530,3759,7
1530,3782,6
1530,3783,9
1530,3784,5
1530,3785,5
1530,3791,5
1530,3901,7
1530,3927,6
1530,3956,6
1530,4015,6
1530,4059,3
1530,4063,9
1530,4081,6
1530,4087,5
1530,4106,6
1530,4163,6
1530,4177,5
1530,4181,4
1530,4182,8
1530,4186,8
1530,4192,7
1530,4196,7
1530,4214,8
1530,4224,8
1530,4246,6
1530,4280,9
1530,4282,9
1530,4382,8
1530,4437,6
1530,4581,5
1530,4654,9
1530,4719,9
1530,4725,8
1530,4744,8
1530,4752,7
1530,4760,9
1530,4835,7
1530,4872,5
1530,4896,7
1530,4898,8
1530,4901,6
1530,4975,9
1530,4999,7
1530,5030,5
1530,5034,7
1530,5112,7
1530,5114,10
1530,5118,6
1530,5177,6
1530,5204,8
1530,5205,9
1530,5279,8
1530,5300,6
1530,5341,8
1530,5342,8
1530,5355,8
1530,5356,5
1530,5521,5
1530,5525,8
1530,5530,10
1530,5630,7
1530,5667,6
1530,5680,6
1530,5681,9
1530,5682,7
1530,5772,8
1530,5781,6
1530,5909,7
1530,5955,7
1530,5958,8
1530,6007,8
1530,6045,7
1530,6127,6
1530,6166,7
1530,6201,7
1530,6205,7
1530,6211,8
1530,6213,7
1530,6324,8
1530,6325,9
1530,6347,9
1530,6351,3
1530,6372,7
1530,6377,6
1530,6381,7
1530,6408,8
1530,6421,6
1530,6547,9
1530,6572,6
1530,6573,9
1530,6594,5
1530,6633,9
1530,6634,9
1530,6637,7
1530,6676,8
1530,6682,7
1530,6702,8
1530,6707,6
1530,6746,9
1530,6747,9
1530,6758,7
1530,6773,10
1530,6791,8
1530,6811,7
1530,6862,6
1530,6880,10
1530,6884,7
1530,6922,8
1530,6954,7
1530,6956,6
1530,6987,6
1530,7017,5
1530,7054,6
1530,7059,7
1530,7079,8
1530,7088,8
1530,7148,8
1530,7311,8
1530,7338,8
1530,7465,7
1530,7559,5
1530,7580,9
1530,7592,10
1530,7593,7
1530,7596,6
1530,7647,6
1530,7669,6
1530,7674,7
1530,7724,7
1530,7739,6
1530,7769,6
1530,7791,6
1530,7805,6
1530,7858,6
1530,8023,7
1530,8074,4
1530,8086,8
1530,8246,7
1530,8247,8
1530,8277,7
1530,8407,8
1530,8408,6
1530,8424,6
1530,8425,7
1530,8440,7
1530,8460,6
1530,8476,6
1530,8481,8
1530,8516,9
1530,8525,7
1530,8557,6
1530,8630,6
1530,8675,6
1530,8726,5
1530,8769,10
1530,8841,8
1530,8861,6
1530,8915,8
1530,8937,9
1530,9041,8
1530,9047,7
1530,9062,9
1530,9063,8
1530,9074,6
1530,9120,8
1530,9181,6
1530,9201,6
1530,9253,10
1530,9289,6
1530,9330,8
1530,9331,8
1530,9366,8
1530,9367,9
1530,9379,6
1530,9471,7
1530,9479,4
1530,9513,7
1530,9515,5
1530,9587,3
1530,9617,7
1530,9656,7
1530,9675,6
1530,9712,6
1530,9734,7
1530,9736,7
1530,9750,6
1530,9756,6
1530,9790,8
1530,9834,9
1530,9863,7
1530,9919,7
1530,9922,6
1530,9936,5
1530,9941,7
1530,9958,7
1530,9969,10
1530,9982,9
1530,9989,6
1530,10012,9
1530,10020,9
1530,10030,8
1530,10049,10
1530,10067,6
1530,10076,7
1530,10079,7
1530,10080,7
1530,10083,6
1530,10087,10
1530,10110,7
1530,10119,7
1530,10152,6
1530,10155,7
1530,10161,5
1530,10162,7
1530,10163,9
1530,10172,9
1530,10209,7
1530,10213,6
1530,10218,10
1530,10294,6
1530,10298,7
1530,10308,6
1530,10357,5
1530,10372,6
1530,10378,6
1530,10379,6
1530,10396,9
1530,10408,7
1530,10418,8
1530,10456,7
1530,10490,8
1530,10491,8
1530,10495,5
1530,10521,6
1530,10568,8
1530,10578,7
1530,10582,8
1530,10588,8
1530,10589,6
1530,10604,7
1530,10611,7
1530,10620,9
1530,10638,5
1530,10713,6
1530,10714,6
1530,10715,6
1530,10719,8
1530,10721,8
1530,10790,8
1530,10793,7
1530,10794,8
1530,10798,7
1530,10805,7
1530,10863,7
1530,10893,7
1530,10897,7
1530,11013,5
1530,11061,8
1530,11111,10
1530,11179,7
1530,11241,7
1530,11266,7
1530,11285,8
1530,11433,7
1530,11499,5
1530,11531,9
1530,11553,8
1530,11617,6
1530,11633,7
1530,11665,7
1530,11701,8
1530,11703,8
1530,11737,7
1530,11741,10
1530,11743,9
1530,11757,7
1530,11759,6
1530,11761,8
1530,11783,7
1530,11785,6
1530,11837,6
1530,11843,6
1530,11859,7
1530,11887,8
1530,11933,8
1530,11977,6
1530,11979,7
1530,11981,7
1530,12049,6
1530,12113,10
1530,12175,8
1530,12187,7
1530,12189,8
1530,12255,8
1530,12291,6
1530,12293,9
1530,12365,7
1530,12403,7
1530,12413,6
1530,12445,7
1530,12471,8
1530,12487,7
1530,12549,8
1530,12565,7
1530,12673,6
1530,12729,7
1530,12967,7
1530,13055,6
1530,13161,8
1530,13331,6
1530,13333,5
1530,13357,7
1530,13403,6
1530,13411,6
1530,13469,7
1530,13535,5
1530,13599,8
1530,13601,10
1530,13655,8
1530,13659,9
1530,13663,8
1530,13759,9
1530,13807,8
1530,13939,6
1530,14027,7
1530,14075,7
1530,14131,7
1530,14189,8
1530,14227,7
1530,14289,7
1530,14345,10
1530,14353,7
1530,14467,7
1530,14513,8
1530,14515,5
1530,14527,8
1530,14653,7
1530,14713,8
1530,14741,10
1530,14749,7
1530,14811,6
1530,14813,8
1530,14829,7
1530,14833,7
1530,14967,8
1530,15085,8
1530,15109,6
1530,15117,7
1530,15119,6
1530,15225,10
1530,15315,9
1530,15377,7
1530,15379,6
1530,15437,7
1530,15451,6
1530,15583,8
1530,15687,7
1530,15699,7
1530,15751,6
1530,15809,8
1530,15863,5
1530,16001,7
1530,16005,7
1530,16009,9
1530,16011,9
1530,16049,9
1530,16067,8
1530,16353,6
1530,16355,7
1530,16397,5
1530,16444,6
1530,16498,8
1530,16512,7
1530,16518,8
1530,16524,8
1530,16592,9
1530,16694,7
1530,16706,7
1530,16732,6
1530,16742,9
1530,16762,6
1530,16904,8
1530,16934,9
1530,16982,6
1530,17247,8
1530,17265,8
1530,17641,8
1530,17651,7
1530,17729,10
1530,17777,7
1530,17831,6
1530,17895,8
1530,18001,9
1530,18041,8
1530,18095,7
1530,18115,8
1530,18153,7
1530,18195,8
1530,18229,6
1530,18247,8
1530,18277,9
1530,18393,7
1530,18441,6
1530,18465,4
1530,18671,8
1530,18677,7
1530,18679,9
1530,18753,7
1530,18767,5
1530,18857,3
1530,18893,5
1530,18897,9
1530,19151,6
1530,19163,8
1530,19211,6
1530,19221,10
1530,19285,6
1530,19315,6
1530,19367,7
1530,19369,7
1530,19429,9
1530,19703,6
1530,19769,6
1530,19775,7
1530,19815,10
1530,19855,7
1530,20021,7
1530,20031,8
1530,20507,8
1530,20509,7
1530,20541,8
1530,20583,6
1530,20689,5
1530,20767,5
1530,20785,8
1530,20787,8
1530,20847,7
1530,20973,7
1530,21085,7
1530,21273,9
1530,21327,6
1530,21431,8
1530,21437,7
1530,21511,7
1530,21809,8
1530,21881,9
1530,22071,8
1530,22147,8
1530,22199,10
1530,22297,8
